measurement_uid,dns_experiment_failure,http_experiment_failure,accessible,blocking,resolver_asn,status_code
20241209214428.275432_UY_webconnectivity_2307500bb51a85e7,None,connection_refused,False,dns,AS6057,200
20241209214427.608161_UY_webconnectivity_3f1e2041853ca486,None,connection_refused,False,dns,AS6057,404
20241209214426.782217_UY_webconnectivity_88824f2e65ffb8a7,None,connection_refused,False,dns,AS6057,403
20241209214426.099005_UY_webconnectivity_523427244ee1ed27,None,connection_refused,False,dns,AS6057,403
20241209214425.393004_UY_webconnectivity_35ed291f8ce58e93,None,connection_refused,False,dns,AS6057,403
20241209214424.410297_UY_webconnectivity_f1ca5d5232388c4f,None,connection_refused,False,dns,AS6057,200
20241209214423.552576_UY_webconnectivity_7477fe95006986c7,None,connection_refused,False,dns,AS6057,200
20241209214420.257014_UY_webconnectivity_42c21c669422af9e,None,connection_refused,False,dns,AS6057,200
20241209214419.341084_UY_webconnectivity_06a8e097850abd68,None,connection_refused,False,dns,AS6057,-1
20241209214418.476700_UY_webconnectivity_49d159e41ebb3602,None,connection_refused,False,dns,AS6057,200
20241209214415.199168_UY_webconnectivity_8572eade83a4d5e4,None,connection_refused,False,dns,AS6057,200
20241209214414.260449_UY_webconnectivity_2b630248e31302e0,None,connection_refused,False,dns,AS6057,-1
20241209214413.655681_UY_webconnectivity_bb0483de7d587ca8,None,connection_refused,False,dns,AS6057,403
20241209214412.982353_UY_webconnectivity_361ff1be694f459c,None,connection_refused,False,dns,AS6057,-1
20241209214357.245714_UY_webconnectivity_c032fa2aee6369d8,None,connection_refused,False,dns,AS6057,-1
20241209214355.819847_UY_webconnectivity_8f6988d08b0e0c57,None,connection_refused,False,dns,AS6057,-1
20241209214339.230097_UY_webconnectivity_2e25fb4ddcb3d848,None,connection_refused,False,dns,AS6057,-1
20241209214323.256294_UY_webconnectivity_98a198f1f9603523,None,connection_refused,False,dns,AS6057,-1
20241209214322.589139_UY_webconnectivity_ee9b2cc564fde123,None,connection_refused,False,dns,AS6057,200
20241209214321.641337_UY_webconnectivity_0b50af8494e0176c,None,connection_refused,False,dns,AS6057,200
20241209214320.785864_UY_webconnectivity_b6bfcc83fde537e9,None,connection_refused,False,dns,AS6057,200
20241209214318.416240_UY_webconnectivity_cf059e3c9430cf86,None,connection_refused,False,dns,AS6057,-1
20241209214317.796387_UY_webconnectivity_5204cf3d0245d7a0,None,connection_refused,False,dns,AS6057,-1
20241209214316.837205_UY_webconnectivity_aa3102b4f4dcc3a1,None,connection_refused,False,dns,AS6057,403
20241209214316.140269_UY_webconnectivity_7295f033ebf601e7,None,connection_refused,False,dns,AS6057,-1
20241209214300.083527_UY_webconnectivity_d9b6d628ed4e8109,None,connection_refused,False,dns,AS6057,200
20241209214259.387468_UY_webconnectivity_93b6472fc4577a34,None,connection_refused,False,dns,AS6057,-1
20241209214258.502304_UY_webconnectivity_daafcf3d840bff84,None,connection_refused,False,dns,AS6057,403
20241209214257.723838_UY_webconnectivity_886da1cda77b69f3,None,connection_refused,False,dns,AS6057,-1
20241209214257.139992_UY_webconnectivity_6d43ff3789d324dc,None,unknown_failure: invalid domain in DNSCache,False,dns,AS6057,-1
20241209214256.529279_UY_webconnectivity_6c55f0a3928ea81d,None,connection_refused,False,dns,AS6057,403
20241209214254.547951_UY_webconnectivity_20f2af70431649ef,None,connection_refused,False,dns,AS6057,-1
20241209214238.854603_UY_webconnectivity_734596c97a01a6fa,None,connection_refused,False,dns,AS6057,200
20241209214236.646437_UY_webconnectivity_447b6bfc2a9371a3,None,connection_refused,False,dns,AS6057,-1
20241209214237.367577_UY_webconnectivity_e571deec704b283e,None,connection_refused,False,dns,AS6057,-1
20241209214236.077406_UY_webconnectivity_ea6ac0fd1cd8d6e0,None,connection_refused,False,dns,AS6057,200
20241209214224.948382_UY_webconnectivity_845d0e805922665c,None,connection_refused,False,dns,AS6057,-1
20241209214208.309561_UY_webconnectivity_e557376495e84532,None,connection_refused,False,dns,AS6057,-1
20241209214207.349153_UY_webconnectivity_d3f365dda654a113,None,connection_refused,False,dns,AS6057,200
20241209214206.597892_UY_webconnectivity_4da8338dee32a6b5,None,connection_refused,False,dns,AS6057,403
20241209214205.899686_UY_webconnectivity_61a5ac96a020a329,None,connection_refused,False,dns,AS6057,-1
20241209214150.208772_UY_webconnectivity_ee7e35ac94fde976,None,connection_refused,False,dns,AS6057,403
20241209214148.286885_UY_webconnectivity_5a105efb5f13aa6c,None,connection_refused,False,dns,AS6057,-1
20241209214147.307130_UY_webconnectivity_6094ed55cf18daa8,None,connection_refused,False,dns,AS6057,-1
20241209214145.776411_UY_webconnectivity_55d0145618e9cf96,None,connection_refused,False,dns,AS6057,-1
20241209214145.077436_UY_webconnectivity_3db74fc2a5f65bf8,None,connection_refused,False,dns,AS6057,-1
20241209214144.448056_UY_webconnectivity_1254ad10f3ee12fa,None,connection_refused,False,dns,AS6057,200
20241209214143.467174_UY_webconnectivity_0c4cdb0a3597574b,None,connection_refused,False,dns,AS6057,-1
20241209214142.247450_UY_webconnectivity_7e127a5fc02ff9ef,None,connection_refused,False,dns,AS6057,200
20241209214136.327746_UY_webconnectivity_dbac795f31eb19dd,None,connection_refused,False,dns,AS6057,-1
20241209214119.711966_UY_webconnectivity_6bc56884d0384652,None,connection_refused,False,dns,AS6057,403
20241209214119.081914_UY_webconnectivity_eb8d83d2f4edd27f,None,connection_refused,False,dns,AS6057,403
20241209214118.413868_UY_webconnectivity_c59132dce391336b,None,connection_refused,False,dns,AS6057,-1
20241209214102.047340_UY_webconnectivity_e381f44350693ecb,None,connection_refused,False,dns,AS6057,-1
20241209214059.096658_UY_webconnectivity_4c35e524b75872cd,None,connection_refused,False,dns,AS6057,-1
20241209214058.140835_UY_webconnectivity_e044b9721b942ae5,None,connection_refused,False,dns,AS6057,-1
20241209214057.178318_UY_webconnectivity_4c21070860f7b10d,None,connection_refused,False,dns,AS6057,-1
20241209214056.456627_UY_webconnectivity_a9447f6152ed853d,None,connection_refused,False,dns,AS6057,200
20241209214055.580769_UY_webconnectivity_ae1414d67bd4568f,None,connection_refused,False,dns,AS6057,-1
20241209214054.099027_UY_webconnectivity_c9d1cdcc2b502281,None,connection_refused,False,dns,AS6057,-1
20241209214053.359882_UY_webconnectivity_c59d362483a3e9ed,None,connection_refused,False,dns,AS6057,403
20241209214052.373506_UY_webconnectivity_b19e5b602b239748,None,connection_refused,False,dns,AS6057,403
20241209214051.425220_UY_webconnectivity_4e91646ae921192e,None,connection_refused,False,dns,AS6057,403
20241209214050.529596_UY_webconnectivity_8fbf3f5d221e6646,None,connection_refused,False,dns,AS6057,403
20241209214049.842296_UY_webconnectivity_56995f432b4b9d97,None,connection_refused,False,dns,AS6057,200
20241209214048.342275_UY_webconnectivity_ebfc832881511f85,None,connection_refused,False,dns,AS6057,403
20241209214047.369970_UY_webconnectivity_7b0f80216250eb86,None,connection_refused,False,dns,AS6057,403
20241209214046.299927_UY_webconnectivity_d828a34dfdffe3b5,None,connection_refused,False,dns,AS6057,200
20241209214045.027504_UY_webconnectivity_a26604252d41420f,None,connection_refused,False,dns,AS6057,-1
20241209214043.736298_UY_webconnectivity_4bc747546a916061,None,connection_refused,False,dns,AS6057,-1
20241209214042.785436_UY_webconnectivity_02b2c95c3144e4fe,None,connection_refused,False,dns,AS6057,403
20241209214041.586805_UY_webconnectivity_b61a6a4606514258,None,connection_refused,False,dns,AS6057,-1
20241209214040.860178_UY_webconnectivity_596447ff3afeea85,None,connection_refused,False,dns,AS6057,-1
20241209214040.016895_UY_webconnectivity_8193c126ae2c751b,None,connection_refused,False,dns,AS6057,-1
20241209214039.247417_UY_webconnectivity_c1c753ecebeb836c,None,connection_refused,False,dns,AS6057,-1
20241209214038.300571_UY_webconnectivity_a9060a9029106798,None,connection_refused,False,dns,AS6057,-1
20241209214037.363185_UY_webconnectivity_61b4b2c89001ee5f,None,connection_refused,False,dns,AS6057,-1
20241209214036.514431_UY_webconnectivity_b8483e8177544edf,None,connection_refused,False,dns,AS6057,-1
20241209214035.846360_UY_webconnectivity_267aa4a866922e00,None,connection_refused,False,dns,AS6057,403
20241209214035.099542_UY_webconnectivity_d6f4a4ba609b6195,None,connection_refused,False,dns,AS6057,403
20241209214034.192409_UY_webconnectivity_722b36cc9b05db4e,None,connection_refused,False,dns,AS6057,-1
20241209214032.222696_UY_webconnectivity_76c4c0e4fe8ba5f0,None,connection_refused,False,dns,AS6057,-1
20241209214031.305351_UY_webconnectivity_d07f0eae23999a88,None,connection_refused,False,dns,AS6057,200
20241209214030.320583_UY_webconnectivity_8dee3fc5105ccd48,None,connection_refused,False,dns,AS6057,200
20241209214028.829314_UY_webconnectivity_aeded74ddaaf7d22,None,connection_refused,False,dns,AS6057,403
20241209214028.058843_UY_webconnectivity_f85c96ebf1d8844f,None,connection_refused,False,dns,AS6057,403
20241209214027.103188_UY_webconnectivity_6c63c73f87c64930,None,connection_refused,False,dns,AS6057,403
20241209214026.166047_UY_webconnectivity_3f0334f7f670eb62,None,connection_refused,False,dns,AS6057,403
20241209214025.209113_UY_webconnectivity_3085add7e6bafd5c,None,connection_refused,False,dns,AS6057,403
20241209214023.579050_UY_webconnectivity_3574c6dfe46fbd4c,None,connection_refused,False,dns,AS6057,403
20241209214021.717815_UY_webconnectivity_bc79bd9944c1df9f,None,connection_refused,False,dns,AS6057,403
20241209214022.644326_UY_webconnectivity_f79c7f243f887976,None,connection_refused,False,dns,AS6057,-1
20241209214020.650257_UY_webconnectivity_69edc33626cc1335,None,connection_refused,False,dns,AS6057,-1
20241209214005.027626_UY_webconnectivity_c862dcea76a4dec5,None,connection_refused,False,dns,AS6057,403
20241209214004.050372_UY_webconnectivity_bc0ab574839a39dd,None,connection_refused,False,dns,AS6057,-1
20241209213934.962001_UY_webconnectivity_55fcf234e6d513aa,None,connection_refused,False,dns,AS6057,403
20241209213934.033106_UY_webconnectivity_9b0a156b604e0f9e,None,connection_refused,False,dns,AS6057,-1
20241209213917.757695_UY_webconnectivity_ad49404bb8814887,None,connection_refused,False,dns,AS6057,200
20241209213933.406467_UY_webconnectivity_9d775af5e21797ea,None,connection_refused,False,dns,AS6057,-1
20241209213916.949605_UY_webconnectivity_7b51539c00c0fed4,None,connection_refused,False,dns,AS6057,200
20241209213914.026853_UY_webconnectivity_d8620766cbce6b79,None,connection_refused,False,dns,AS6057,403
20241209213913.322376_UY_webconnectivity_031cd21d9498cff9,None,connection_refused,False,dns,AS6057,-1
20241209213912.683042_UY_webconnectivity_085f055fa084e9d3,None,connection_refused,False,dns,AS6057,403
20241209213911.828010_UY_webconnectivity_f37e6465edc523f4,None,connection_refused,False,dns,AS6057,403
20241209213911.154918_UY_webconnectivity_4d50bc9ad8c4dfd9,None,connection_refused,False,dns,AS6057,403
20241209213910.418448_UY_webconnectivity_217e80d7209066a4,None,connection_refused,False,dns,AS6057,-1
20241209213853.776132_UY_webconnectivity_72e87d091c524ee7,None,connection_refused,False,dns,AS6057,403
20241209213852.849476_UY_webconnectivity_22074e6400de0d71,None,connection_refused,False,dns,AS6057,403
20241209213852.003036_UY_webconnectivity_abcff4a97d1340b2,None,connection_refused,False,dns,AS6057,-1
20241209213850.784548_UY_webconnectivity_1133232de41c4f12,None,connection_refused,False,dns,AS6057,403
20241209213849.959241_UY_webconnectivity_77d3ad5e2c9f89d1,None,connection_refused,False,dns,AS6057,-1
20241209213833.276017_UY_webconnectivity_5ec2d1cf8b12af43,None,connection_refused,False,dns,AS6057,-1
20241209213814.155006_UY_webconnectivity_115feb08eb874f7e,None,connection_refused,False,dns,AS6057,403
20241209213813.318215_UY_webconnectivity_f9a0ed968d7cf19b,None,connection_refused,False,dns,AS6057,403
20241209213812.344806_UY_webconnectivity_e93487ed349c8197,None,connection_refused,False,dns,AS6057,-1
20241209213811.115764_UY_webconnectivity_e3718bdbd6cce55f,None,connection_refused,False,dns,AS6057,-1
20241209213810.227793_UY_webconnectivity_bc2b0170badf3b98,None,connection_refused,False,dns,AS6057,-1
20241209213754.220856_UY_webconnectivity_7c7834307724ab8b,None,connection_refused,False,dns,AS6057,403
20241209213753.590704_UY_webconnectivity_1f041d27caad82a4,None,connection_refused,False,dns,AS6057,-1
20241209213736.877337_UY_webconnectivity_545ab20c2ed3fb64,None,connection_refused,False,dns,AS6057,200
20241209213735.656304_UY_webconnectivity_9916c77cd8976967,None,connection_refused,False,dns,AS6057,-1
20241209213719.452650_UY_webconnectivity_651bb1569505f0e5,None,connection_refused,False,dns,AS6057,200
20241209213718.503040_UY_webconnectivity_7f7b5a5dc131b284,None,connection_refused,False,dns,AS6057,200
20241209213717.273536_UY_webconnectivity_8913a251e818e192,None,connection_refused,False,dns,AS6057,200
20241209213714.393372_UY_webconnectivity_4475e43719cc03a8,None,connection_refused,False,dns,AS6057,-1
20241209213713.682441_UY_webconnectivity_75200af82e006edd,None,connection_refused,False,dns,AS6057,403
20241209213712.783360_UY_webconnectivity_fa42d930d4a83fda,None,connection_refused,False,dns,AS6057,403
20241209213711.483107_UY_webconnectivity_fa24592c5b0ceed1,None,connection_refused,False,dns,AS6057,403
20241209213712.112107_UY_webconnectivity_4d4c8f3a6f6d5c4a,None,connection_refused,False,dns,AS6057,403
20241209213710.810565_UY_webconnectivity_09eaa1586ea005a9,None,connection_refused,False,dns,AS6057,403
20241209213710.071817_UY_webconnectivity_f35a82f2da38ce76,None,connection_refused,False,dns,AS6057,-1
20241209213653.410240_UY_webconnectivity_c7617ddb0fd6db8a,None,connection_refused,False,dns,AS6057,200
20241209213651.507484_UY_webconnectivity_bf09e59b31438f98,None,connection_refused,False,dns,AS6057,403
20241209213650.888222_UY_webconnectivity_a5e513e2296943a2,None,connection_refused,False,dns,AS6057,-1
20241209213633.773895_UY_webconnectivity_3102a3a15c4fc05d,None,connection_refused,False,dns,AS6057,-1
20241209213632.864229_UY_webconnectivity_5c8e2a930b381af6,None,connection_refused,False,dns,AS6057,403
20241209213632.164121_UY_webconnectivity_896333de4e7253e1,None,unknown_failure: invalid domain in DNSCache,False,dns,AS6057,403
20241209213631.284839_UY_webconnectivity_dbb06fb809c4d2d4,None,connection_refused,False,dns,AS6057,403
20241209213628.724527_UY_webconnectivity_fc4ec7f12d29c569,None,connection_refused,False,dns,AS6057,-1
20241209213612.984497_UY_webconnectivity_546628329cb3b135,None,connection_refused,False,dns,AS6057,200
20241209213611.723887_UY_webconnectivity_0e4f64d09d9e6c7e,None,connection_refused,False,dns,AS6057,-1
20241209213611.086180_UY_webconnectivity_53ba23dcce796ab2,None,connection_refused,False,dns,AS6057,200
20241209213600.175462_UY_webconnectivity_3fc37ddaa955f220,None,connection_refused,False,dns,AS6057,-1
20241209213555.664620_UY_webconnectivity_745eefa8d011da25,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213444.723916_UY_webconnectivity_db8fd10cb49f6d9a,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213310.253404_UY_webconnectivity_e13bdbf407b1658d,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213304.494000_UY_webconnectivity_5795d304b59e65a0,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213257.125925_UY_webconnectivity_3e3bae0cc707bed0,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213254.596807_UY_webconnectivity_5c91344d139acfcc,None,connection_refused,False,dns,AS6057,200
20241209213232.493472_UY_webconnectivity_53657e088ef49b50,android_dns_cache_no_data,None,False,dns,AS6057,203
20241209213231.213484_UY_webconnectivity_62a29eee2fdbbbef,android_dns_cache_no_data,None,False,dns,AS6057,203
20241209213228.755742_UY_webconnectivity_1f4ccc84e9cd5937,None,connection_refused,False,dns,AS6057,403
20241209213229.973853_UY_webconnectivity_ee15c02f06bf6391,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213228.006419_UY_webconnectivity_f20f2e0cd6f18e02,android_dns_cache_no_data,None,False,dns,AS6057,200
20241209213226.542287_UY_webconnectivity_0846156b03f49241,None,connection_refused,False,dns,AS6057,403
20241209213225.867423_UY_webconnectivity_17e4c070ef60c1df,None,connection_refused,False,dns,AS6057,200
20241209213220.026141_UY_webconnectivity_22736e5b34c86b09,android_dns_cache_no_data,None,False,dns,AS6057,203
20241209213218.556560_UY_webconnectivity_dee8f1a51ffae0bb,None,connection_refused,False,dns,AS6057,200
20241209213217.873687_UY_webconnectivity_fc96c3a674937831,None,connection_refused,False,dns,AS6057,403
20241209213201.915751_UY_webconnectivity_dcbb2379ca8a0e8a,None,connection_refused,False,dns,AS6057,200
20241209213158.622355_UY_webconnectivity_560f4fda9c513aaf,None,connection_refused,False,dns,AS6057,503
20241209213159.356947_UY_webconnectivity_fc9948e57276ed78,None,connection_refused,False,dns,AS6057,200
20241209213157.935219_UY_webconnectivity_c3f55f35642a2430,None,connection_refused,False,dns,AS6057,200
20241209213156.647087_UY_webconnectivity_056c3eae1e98aba7,None,connection_refused,False,dns,AS6057,200
20241209213153.683369_UY_webconnectivity_4702413df304f4f9,None,connection_refused,False,dns,AS6057,200
20241209213154.876044_UY_webconnectivity_a14a720ce6244e9e,None,connection_refused,False,dns,AS6057,200
20241209213152.836900_UY_webconnectivity_3b11cd01990c7a41,None,connection_refused,False,dns,AS6057,200
20241209213151.357565_UY_webconnectivity_3adbe58c656409de,None,connection_refused,False,dns,AS6057,200
20241209213150.614661_UY_webconnectivity_d3a7bae4bfbaa82f,None,connection_refused,False,dns,AS6057,200
20241209213149.217882_UY_webconnectivity_8df48e5da22c0599,None,connection_refused,False,dns,AS6057,200
20241209213148.327850_UY_webconnectivity_bf17b378b4b0b4c7,None,connection_refused,False,dns,AS6057,403
20241209213147.717449_UY_webconnectivity_544d9b04c51d4c19,None,connection_refused,False,dns,AS6057,200
20241209213144.404635_UY_webconnectivity_40508544f2376fbe,None,connection_refused,False,dns,AS6057,200
20241209213143.236410_UY_webconnectivity_83710c68b0696165,None,connection_refused,False,dns,AS6057,200
20241209213141.958536_UY_webconnectivity_c428e2f1eb7c7606,None,connection_refused,False,dns,AS6057,200
20241209213140.996127_UY_webconnectivity_3bc43a0c986bd021,None,connection_refused,False,dns,AS6057,200
20241209213140.061478_UY_webconnectivity_61e3b2b9145d5f29,None,connection_refused,False,dns,AS6057,200
20241209213139.032543_UY_webconnectivity_b504ccd3f9e4afd6,None,connection_refused,False,dns,AS6057,200
20241209213138.236636_UY_webconnectivity_263c83102dab3310,None,connection_refused,False,dns,AS6057,200
20241209213137.582917_UY_webconnectivity_5cb39f59bfd0094a,None,connection_refused,False,dns,AS6057,200
20241209213136.656383_UY_webconnectivity_d11a5add858fd71b,None,connection_refused,False,dns,AS6057,200
20241209213135.873410_UY_webconnectivity_0cfc584c2c74ce38,None,connection_refused,False,dns,AS6057,200
20241209213133.680561_UY_webconnectivity_f39adc55232ba371,None,connection_refused,False,dns,AS6057,200
20241209213134.921544_UY_webconnectivity_c73278d2d23d6439,None,connection_refused,False,dns,AS6057,403
20241209213133.000026_UY_webconnectivity_b543ac2d6f505e68,None,connection_refused,False,dns,AS6057,200
20241209213132.098470_UY_webconnectivity_e6e231967c56ba49,None,connection_refused,False,dns,AS6057,200
20241209213130.861952_UY_webconnectivity_a219d766352d8bf5,None,connection_refused,False,dns,AS6057,200
20241209213127.579479_UY_webconnectivity_6a19f57f1beee972,None,connection_refused,False,dns,AS6057,503
20241209213129.126849_UY_webconnectivity_6993b3aec3c9c792,None,connection_refused,False,dns,AS6057,200
20241209213126.897396_UY_webconnectivity_10d0c427a5f19454,None,connection_refused,False,dns,AS6057,200
20241209213125.749095_UY_webconnectivity_64ab076ffdfb916a,None,connection_refused,False,dns,AS6057,200
20241209213124.994313_UY_webconnectivity_750fe87a5100ba4f,None,connection_refused,False,dns,AS6057,200
20241209213124.037233_UY_webconnectivity_28aad2acc7555558,None,connection_refused,False,dns,AS6057,200
20241209213122.674216_UY_webconnectivity_26f7c34fbe093e56,None,connection_refused,False,dns,AS6057,200
20241209213120.945350_UY_webconnectivity_fa7575a7c5ae11fe,None,connection_refused,False,dns,AS6057,403
20241209213120.297323_UY_webconnectivity_d7f1396eb804309f,None,connection_refused,False,dns,AS6057,200
20241209213119.546919_UY_webconnectivity_cc2d1fa02593819e,None,connection_refused,False,dns,AS6057,200
20241209213115.367228_UY_webconnectivity_8b1424a18ad2dc54,None,connection_refused,False,dns,AS6057,200
20241209213114.327259_UY_webconnectivity_1259cdbc6927990c,None,connection_refused,False,dns,AS6057,200
20241209213113.344019_UY_webconnectivity_69e0cc5515d824cb,None,connection_refused,False,dns,AS6057,200
20241209213111.689316_UY_webconnectivity_d90c223e3c774937,None,connection_refused,False,dns,AS6057,200
20241209213112.507996_UY_webconnectivity_b6ccbcde08ca9bca,None,connection_refused,False,dns,AS6057,403
20241209213110.792875_UY_webconnectivity_2b91137994f487a2,None,connection_refused,False,dns,AS6057,200
20241209213110.086304_UY_webconnectivity_523257c142229a3a,None,connection_refused,False,dns,AS6057,403
20241209213109.480978_UY_webconnectivity_05b35bf1b496c5e8,None,connection_refused,False,dns,AS6057,200
20241209213108.441082_UY_webconnectivity_b097e2f1e2fb1e70,None,connection_refused,False,dns,AS6057,200
20241209213107.358851_UY_webconnectivity_2c58a75bdf7ea478,None,connection_refused,False,dns,AS6057,200
20241209213106.473355_UY_webconnectivity_b700f8a1fbe69e45,None,connection_refused,False,dns,AS6057,200
20241209213103.627541_UY_webconnectivity_14e0d58115c2684d,None,connection_refused,False,dns,AS6057,403
20241209213104.488784_UY_webconnectivity_33e8a3afdc84e468,None,connection_refused,False,dns,AS6057,403
20241209213102.918521_UY_webconnectivity_7098c6098f24e42e,None,connection_refused,False,dns,AS6057,200
20241209213101.308538_UY_webconnectivity_0b333ff09c2133e3,None,connection_refused,False,dns,AS6057,200
20241209213100.346702_UY_webconnectivity_9ac24eae195d9f45,None,connection_refused,False,dns,AS6057,403
20241209213059.415034_UY_webconnectivity_4a7acf7124af345c,None,connection_refused,False,dns,AS6057,200
20241209213058.106053_UY_webconnectivity_850a5070c919c82f,None,connection_refused,False,dns,AS6057,200
20241209213054.113823_UY_webconnectivity_530e5091ad84b2f3,None,connection_refused,False,dns,AS6057,200
20241209213052.893825_UY_webconnectivity_72c1c81fadde1a46,None,connection_refused,False,dns,AS6057,200
20241209213049.468074_UY_webconnectivity_55b7aa7b2d0165aa,None,connection_refused,False,dns,AS6057,200
20241209213048.545010_UY_webconnectivity_41d71f8246242347,None,connection_refused,False,dns,AS6057,403
20241209213046.674526_UY_webconnectivity_a97bc8afb7fd9a62,None,connection_refused,False,dns,AS6057,200
20241209213047.308643_UY_webconnectivity_083f0855dd7e1ea9,None,connection_refused,False,dns,AS6057,404
20241209213045.942819_UY_webconnectivity_4d12177959067e67,None,connection_refused,False,dns,AS6057,200
20241209213042.477765_UY_webconnectivity_066d6c8c691c4b02,None,connection_refused,False,dns,AS6057,403
20241209213044.344081_UY_webconnectivity_7bc47e319d6e51e1,None,connection_refused,False,dns,AS6057,200
20241209213041.797444_UY_webconnectivity_38701c16dbac8099,None,connection_refused,False,dns,AS6057,403
20241209213040.833937_UY_webconnectivity_11cf68ba0c18ed1a,None,connection_refused,False,dns,AS6057,200
20241209213039.929526_UY_webconnectivity_39f969755a1df405,None,connection_refused,False,dns,AS6057,200
20241209213039.210361_UY_webconnectivity_a5fcca0fa953f693,None,connection_refused,False,dns,AS6057,200
20241209213037.945729_UY_webconnectivity_2d875b2ffce251eb,None,connection_refused,False,dns,AS6057,200
20241209213036.808926_UY_webconnectivity_f342bb98cd1e1cba,None,connection_refused,False,dns,AS6057,403
20241209213036.060395_UY_webconnectivity_30dd64c3e5d047ad,None,connection_refused,False,dns,AS6057,403
20241209213035.078737_UY_webconnectivity_e48369d19b000bd6,None,connection_refused,False,dns,AS6057,200
20241209213033.469016_UY_webconnectivity_68042e26a360e501,None,connection_refused,False,dns,AS6057,200
20241209213032.197598_UY_webconnectivity_cf49d3479a7de31d,None,connection_refused,False,dns,AS6057,503
20241209213031.209910_UY_webconnectivity_eb5e28b7e0f02352,None,connection_refused,False,dns,AS6057,200
20241209213030.256485_UY_webconnectivity_7f17c29fd1a32b94,None,connection_refused,False,dns,AS6057,403
20241209213029.289970_UY_webconnectivity_c06731b7b8b5ed1f,None,connection_refused,False,dns,AS6057,200
20241209213028.327209_UY_webconnectivity_65bf7f1145337980,None,connection_refused,False,dns,AS6057,200
20241209213027.345392_UY_webconnectivity_68a60b4f36480805,None,connection_refused,False,dns,AS6057,200
20241209213025.507850_UY_webconnectivity_a73d3e757c0c6577,None,connection_refused,False,dns,AS6057,200
20241209213024.196404_UY_webconnectivity_83f4237a31091576,None,connection_refused,False,dns,AS6057,200
20241209213022.906710_UY_webconnectivity_8daf6c4bcbf198dd,None,connection_refused,False,dns,AS6057,200
20241209213021.502163_UY_webconnectivity_76ab1de175afa3d4,None,connection_refused,False,dns,AS6057,200
20241209213020.036665_UY_webconnectivity_4718e8889ec629b2,None,connection_refused,False,dns,AS6057,503
20241209213019.135550_UY_webconnectivity_39a1d427fb0593b9,None,connection_refused,False,dns,AS6057,200
20241209213012.013920_UY_webconnectivity_eeb9bca29a8cee39,None,connection_refused,False,dns,AS6057,200
20241209213011.136771_UY_webconnectivity_bce996ddd0db9282,None,connection_refused,False,dns,AS6057,200
20241209213008.898675_UY_webconnectivity_387e81b19284e1f0,None,connection_refused,False,dns,AS6057,200
20241209212952.886733_UY_webconnectivity_909aa39734924ab1,None,connection_refused,False,dns,AS6057,403
20241209212950.916911_UY_webconnectivity_374d1581e9380d71,None,connection_refused,False,dns,AS6057,403
20241209212948.676460_UY_webconnectivity_76e76d4bd44b0b40,None,connection_refused,False,dns,AS6057,403
20241209212949.947107_UY_webconnectivity_be4860c02912c7ad,None,connection_refused,False,dns,AS6057,200
20241209212947.716775_UY_webconnectivity_3f86afbd9e9e5c77,None,connection_refused,False,dns,AS6057,200
20241209212946.513793_UY_webconnectivity_32e90016b37792c5,None,connection_refused,False,dns,AS6057,200
20241209212943.236863_UY_webconnectivity_8ce74eb57f323e8d,None,connection_refused,False,dns,AS6057,200
20241209212941.957459_UY_webconnectivity_d918d6fddf720a87,None,connection_refused,False,dns,AS6057,403
20241209212941.054188_UY_webconnectivity_ff0dbcc9001cfc1a,None,connection_refused,False,dns,AS6057,200
20241209212940.376969_UY_webconnectivity_ee3f13ce8a1e99c7,None,connection_refused,False,dns,AS6057,200
20241209212938.756085_UY_webconnectivity_0df308b80b0375b4,None,connection_refused,False,dns,AS6057,200
20241209212936.855383_UY_webconnectivity_e70af908320d1f65,None,connection_refused,False,dns,AS6057,200
20241209212935.595327_UY_webconnectivity_8e8ebdc1bfa4e180,None,connection_refused,False,dns,AS6057,200
20241209212934.003700_UY_webconnectivity_eeec7a55c13531b3,None,connection_refused,False,dns,AS6057,200
20241209212930.883925_UY_webconnectivity_6aafbe5ade2273ce,None,connection_refused,False,dns,AS6057,200
20241209212929.733741_UY_webconnectivity_64e23dcdf5a504ee,None,connection_refused,False,dns,AS6057,404
20241209212928.265933_UY_webconnectivity_6ad977e376f7d295,None,connection_refused,False,dns,AS6057,200
20241209212927.356244_UY_webconnectivity_8b306af4ae1de385,None,connection_refused,False,dns,AS6057,200
20241209212925.219645_UY_webconnectivity_333aeb6feff32ac6,None,connection_refused,False,dns,AS6057,200
20241209212923.887812_UY_webconnectivity_0be461e842a22d44,None,connection_refused,False,dns,AS6057,200
20241209212922.842560_UY_webconnectivity_ceadd70f3e067218,None,connection_refused,False,dns,AS6057,403
20241209212921.927446_UY_webconnectivity_0e2593d86d7c29c1,None,connection_refused,False,dns,AS6057,200
20241209212920.961926_UY_webconnectivity_f107aa054c0d9759,None,connection_refused,False,dns,AS6057,200
20241209212920.022378_UY_webconnectivity_e4b75dcf803e9d43,None,connection_refused,False,dns,AS6057,200
