True,False,False,http://www.on-instant.com/,2024-12-04T03:54:10Z,20241204035412.756502_VE_webconnectivity_5b723076a0098af7,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204035412.756502_VE_webconnectivity_5b723076a0098af7,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,COMT
anomaly,confirmed,failure,input,measurement_start_time,measurement_uid,measurement_url,probe_asn,probe_cc,report_id,scores,test_name,category_code
True,False,False,https://pelisplus.me/,2024-12-04T04:22:59Z,20241204042306.227657_VE_webconnectivity_c7fd9e796cf93b9b,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204042306.227657_VE_webconnectivity_c7fd9e796cf93b9b,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,MMED
anomaly,confirmed,failure,input,measurement_start_time,measurement_uid,measurement_url,probe_asn,probe_cc,report_id,scores,test_name,category_code
True,False,False,https://doh-fi.blahdns.com/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,2024-12-04T04:37:23Z,20241204043725.379574_VE_webconnectivity_c0ecee098de6eed3,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204043725.379574_VE_webconnectivity_c0ecee098de6eed3,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,HOST
anomaly,confirmed,failure,input,measurement_start_time,measurement_uid,measurement_url,probe_asn,probe_cc,report_id,scores,test_name,category_code
True,False,False,https://www.search.com/,2024-12-04T00:38:47Z,20241204003849.061756_VE_webconnectivity_a2dc5e1e6c67b774,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204003849.061756_VE_webconnectivity_a2dc5e1e6c67b774,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,SRCH
anomaly,confirmed,failure,input,measurement_start_time,measurement_uid,measurement_url,probe_asn,probe_cc,report_id,scores,test_name,category_code
True,False,False,https://www.mp3.com/,2024-12-04T03:56:57Z,20241204035658.984814_VE_webconnectivity_7dd562f5cb7a0cd3,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204035658.984814_VE_webconnectivity_7dd562f5cb7a0cd3,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,CULTR
anomaly,confirmed,failure,input,measurement_start_time,measurement_uid,measurement_url,probe_asn,probe_cc,report_id,scores,test_name,category_code
True,False,False,http://www.cencoex.gob.ve/,2024-12-04T04:34:03Z,20241204043407.276966_VE_webconnectivity_cef3de2c8c726a4a,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204043407.276966_VE_webconnectivity_cef3de2c8c726a4a,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,GOVT
True,False,False,https://www.ona.gob.ve/,2024-12-04T01:41:23Z,20241204014133.543857_VE_webconnectivity_bb9d7d9982578148,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204014133.543857_VE_webconnectivity_bb9d7d9982578148,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,GOVT
True,False,False,http://www.mnr.gov.cn/,2024-12-04T01:00:15Z,20241204010026.556109_VE_webconnectivity_a9a736e11274e9d9,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204010026.556109_VE_webconnectivity_a9a736e11274e9d9,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,GOVT
anomaly,confirmed,failure,input,measurement_start_time,measurement_uid,measurement_url,probe_asn,probe_cc,report_id,scores,test_name,category_code
True,False,False,https://use-application-dns.net/,2024-12-04T03:48:01Z,20241204034803.325311_VE_webconnectivity_d56fb3aff56e090c,https://api.ooni.io/api/v1/raw_measurement?measurement_uid=20241204034803.325311_VE_webconnectivity_d56fb3aff56e090c,AS212238,VE,20241203T162058Z_webconnectivity_VE_212238_n1_8F8doQUHOokdalnj,"{'analysis': {'blocking_type': 'dns'}, 'blocking_country': 0.0, 'blocking_general': 1.0, 'blocking_global': 0.0, 'blocking_isp': 0.0, 'blocking_local': 0.0}",web_connectivity,CTRL
